clustering 250 states TrpLoop2b RUN 10M_1 state 0 rmsd rank 3 th
clustering 250 states TrpLoop2b RUN 10M_2 state 0 rmsd rank 3 th
clustering 250 states TrpLoop2b RUN 10M_3 state 0 rmsd rank 3 th
clustering 250 states TrpLoop2b RUN 10M_4 state 0 rmsd rank 3 th
clustering 250 states TrpLoop2b RUN 10M_5 state 0 rmsd rank 3 th
clustering 250 states TrpLoop2b RUN 10M_6 state 0 rmsd rank 3 th
clustering 250 states TrpLoop2b RUN 10M_7 state 0 rmsd rank 3 th
clustering 250 states TrpLoop2b RUN 10M_8 state 0 rmsd rank 3 th
clustering 250 states TrpLoop2b RUN 10M_9 state 0 rmsd rank 3 th
clustering 250 states TrpLoop2b RUN 10M_10 state 0 rmsd rank 3 th
clustering 250 states TrpLoop2b_99 RUN 10M_1 state 0 rmsd rank 22 th
clustering 250 states TrpLoop2b_99 RUN 10M_2 state 0 rmsd rank 22 th
clustering 250 states TrpLoop2b_99 RUN 10M_3 state 0 rmsd rank 22 th
clustering 250 states TrpLoop2b_99 RUN 10M_4 state 0 rmsd rank 22 th
clustering 250 states TrpLoop2b_99 RUN 10M_5 state 0 rmsd rank 22 th
clustering 250 states TrpLoop2b_99 RUN 10M_6 state 0 rmsd rank 22 th
clustering 250 states TrpLoop2b_99 RUN 10M_7 state 0 rmsd rank 22 th
clustering 250 states TrpLoop2b_99 RUN 10M_8 state 0 rmsd rank 22 th
clustering 250 states TrpLoop2b_99 RUN 10M_9 state 0 rmsd rank 22 th
clustering 250 states TrpLoop2b_99 RUN 10M_10 state 0 rmsd rank 22 th
clustering 250 states TrpLoop2b_nmr RUN 10M_1 state 1 rmsd rank 2 th
clustering 250 states TrpLoop2b_nmr RUN 10M_2 state 1 rmsd rank 2 th
clustering 250 states TrpLoop2b_nmr RUN 10M_3 state 1 rmsd rank 2 th
clustering 250 states TrpLoop2b_nmr RUN 10M_4 state 1 rmsd rank 2 th
clustering 250 states TrpLoop2b_nmr RUN 10M_5 state 1 rmsd rank 2 th
clustering 250 states TrpLoop2b_nmr RUN 10M_6 state 1 rmsd rank 2 th
clustering 250 states TrpLoop2b_nmr RUN 10M_7 state 1 rmsd rank 2 th
clustering 250 states TrpLoop2b_nmr RUN 10M_8 state 1 rmsd rank 2 th
clustering 250 states TrpLoop2b_nmr RUN 10M_9 state 1 rmsd rank 2 th
clustering 250 states TrpLoop2b_nmr RUN 10M_10 state 1 rmsd rank 2 th
clustering 500 states TrpLoop2b RUN 10M_1 state 372 rmsd rank 15 th
clustering 500 states TrpLoop2b RUN 10M_2 state 372 rmsd rank 15 th
clustering 500 states TrpLoop2b RUN 10M_3 state 372 rmsd rank 15 th
clustering 500 states TrpLoop2b RUN 10M_4 state 372 rmsd rank 15 th
clustering 500 states TrpLoop2b RUN 10M_5 state 372 rmsd rank 15 th
clustering 500 states TrpLoop2b RUN 10M_6 state 372 rmsd rank 15 th
clustering 500 states TrpLoop2b RUN 10M_7 state 372 rmsd rank 15 th
clustering 500 states TrpLoop2b RUN 10M_8 state 372 rmsd rank 15 th
clustering 500 states TrpLoop2b RUN 10M_9 state 372 rmsd rank 15 th
clustering 500 states TrpLoop2b RUN 10M_10 state 372 rmsd rank 15 th
clustering 500 states TrpLoop2b_99 RUN 10M_1 state 255 rmsd rank 73 th
clustering 500 states TrpLoop2b_99 RUN 10M_2 state 255 rmsd rank 73 th
clustering 500 states TrpLoop2b_99 RUN 10M_3 state 255 rmsd rank 73 th
clustering 500 states TrpLoop2b_99 RUN 10M_4 state 255 rmsd rank 73 th
clustering 500 states TrpLoop2b_99 RUN 10M_5 state 255 rmsd rank 73 th
clustering 500 states TrpLoop2b_99 RUN 10M_6 state 255 rmsd rank 73 th
clustering 500 states TrpLoop2b_99 RUN 10M_7 state 255 rmsd rank 73 th
clustering 500 states TrpLoop2b_99 RUN 10M_8 state 255 rmsd rank 73 th
clustering 500 states TrpLoop2b_99 RUN 10M_9 state 255 rmsd rank 73 th
clustering 500 states TrpLoop2b_99 RUN 10M_10 state 255 rmsd rank 73 th
clustering 500 states TrpLoop2b_nmr RUN 10M_1 state 389 rmsd rank 0 th
clustering 500 states TrpLoop2b_nmr RUN 10M_2 state 389 rmsd rank 0 th
clustering 500 states TrpLoop2b_nmr RUN 10M_3 state 389 rmsd rank 0 th
clustering 500 states TrpLoop2b_nmr RUN 10M_4 state 389 rmsd rank 0 th
clustering 500 states TrpLoop2b_nmr RUN 10M_5 state 389 rmsd rank 0 th
clustering 500 states TrpLoop2b_nmr RUN 10M_6 state 389 rmsd rank 0 th
clustering 500 states TrpLoop2b_nmr RUN 10M_7 state 389 rmsd rank 0 th
clustering 500 states TrpLoop2b_nmr RUN 10M_8 state 389 rmsd rank 0 th
clustering 500 states TrpLoop2b_nmr RUN 10M_9 state 389 rmsd rank 0 th
clustering 500 states TrpLoop2b_nmr RUN 10M_10 state 389 rmsd rank 0 th
clustering 1000 states TrpLoop2b RUN 10M_1 state 992 rmsd rank 45 th
clustering 1000 states TrpLoop2b RUN 10M_2 state 992 rmsd rank 45 th
clustering 1000 states TrpLoop2b RUN 10M_3 state 992 rmsd rank 45 th
clustering 1000 states TrpLoop2b RUN 10M_4 state 992 rmsd rank 45 th
clustering 1000 states TrpLoop2b RUN 10M_5 state 992 rmsd rank 45 th
clustering 1000 states TrpLoop2b RUN 10M_6 state 992 rmsd rank 45 th
