TrpLoop2b clustering 250 states RUN 10M_1 native_state 3 pop is  1
TrpLoop2b clustering 250 states RUN 10M_2 native_state 3 pop is  3
TrpLoop2b clustering 250 states RUN 10M_3 native_state 3 pop is  1
TrpLoop2b clustering 250 states RUN 10M_4 native_state 3 pop is  1
TrpLoop2b clustering 250 states RUN 10M_5 native_state 3 pop is  4
TrpLoop2b clustering 250 states RUN 10M_6 native_state 3 pop is  0
TrpLoop2b clustering 250 states RUN 10M_7 native_state 3 pop is  2
TrpLoop2b clustering 250 states RUN 10M_8 native_state 3 pop is  0
TrpLoop2b clustering 250 states RUN 10M_9 native_state 3 pop is  1
TrpLoop2b clustering 250 states RUN 10M_10 native_state 3 pop is  1
TrpLoop2b clustering 500 states RUN 10M_1 native_state 3 pop is  56
TrpLoop2b clustering 500 states RUN 10M_2 native_state 3 pop is  56
TrpLoop2b clustering 500 states RUN 10M_3 native_state 3 pop is  58
TrpLoop2b clustering 500 states RUN 10M_4 native_state 3 pop is  59
TrpLoop2b clustering 500 states RUN 10M_5 native_state 3 pop is  63
TrpLoop2b clustering 500 states RUN 10M_6 native_state 3 pop is  61
TrpLoop2b clustering 500 states RUN 10M_7 native_state 3 pop is  54
TrpLoop2b clustering 500 states RUN 10M_8 native_state 3 pop is  62
TrpLoop2b clustering 500 states RUN 10M_9 native_state 3 pop is  56
TrpLoop2b clustering 500 states RUN 10M_10 native_state 3 pop is  58
TrpLoop2b clustering 1000 states RUN 10M_1 native_state 419 pop is  0
TrpLoop2b clustering 1000 states RUN 10M_2 native_state 419 pop is  3
TrpLoop2b clustering 1000 states RUN 10M_3 native_state 419 pop is  0
TrpLoop2b clustering 1000 states RUN 10M_4 native_state 419 pop is  2
TrpLoop2b clustering 1000 states RUN 10M_5 native_state 419 pop is  5
TrpLoop2b clustering 1000 states RUN 10M_6 native_state 419 pop is  11
TrpLoop2b clustering 1000 states RUN 10M_7 native_state 419 pop is  0
TrpLoop2b clustering 1000 states RUN 10M_8 native_state 419 pop is  3
TrpLoop2b clustering 1000 states RUN 10M_9 native_state 419 pop is  1
TrpLoop2b clustering 1000 states RUN 10M_10 native_state 419 pop is  1
TrpLoop2b clustering 5000 states RUN 10M_1 native_state 2532 pop is  5
TrpLoop2b clustering 5000 states RUN 10M_2 native_state 2532 pop is  8
TrpLoop2b clustering 5000 states RUN 10M_3 native_state 2532 pop is  0
TrpLoop2b clustering 5000 states RUN 10M_4 native_state 2532 pop is  13
TrpLoop2b clustering 5000 states RUN 10M_5 native_state 2532 pop is  36
TrpLoop2b clustering 5000 states RUN 10M_6 native_state 2532 pop is  40
TrpLoop2b clustering 5000 states RUN 10M_7 native_state 2532 pop is  20
TrpLoop2b clustering 5000 states RUN 10M_8 native_state 2532 pop is  49
TrpLoop2b clustering 5000 states RUN 10M_9 native_state 2532 pop is  20
TrpLoop2b clustering 5000 states RUN 10M_10 native_state 2532 pop is  31
TrpLoop2b clustering 10000 states RUN 10M_1 native_state 3176 pop is  2
TrpLoop2b clustering 10000 states RUN 10M_2 native_state 3176 pop is  0
TrpLoop2b clustering 10000 states RUN 10M_3 native_state 3176 pop is  0
TrpLoop2b clustering 10000 states RUN 10M_4 native_state 3176 pop is  0
TrpLoop2b clustering 10000 states RUN 10M_5 native_state 3176 pop is  11
TrpLoop2b clustering 10000 states RUN 10M_6 native_state 3176 pop is  17
TrpLoop2b clustering 10000 states RUN 10M_7 native_state 3176 pop is  0
TrpLoop2b clustering 10000 states RUN 10M_8 native_state 3176 pop is  0
TrpLoop2b clustering 10000 states RUN 10M_9 native_state 3176 pop is  8
TrpLoop2b clustering 10000 states RUN 10M_10 native_state 3176 pop is  0
